account_id,customer_id,bank_name,account_type,balance,open_date
ACC0000730,CUST0000294,HSBC,Savings,231885.59,2018-04-15
ACC0000731,CUST0002661,Access Bank,Credit,482623.49,2024-04-10
ACC0000732,CUST0001565,Standard Chartered,Credit,252734.61,2019-06-01
ACC0000733,CUST0000412,Barclays,Current,85515.2,2023-01-11
ACC0000734,CUST0000492,UBA,Savings,18499.68,2020-05-24
ACC0000735,CUST0001654,Access Bank,Current,47115.3,2019-09-24
ACC0000736,CUST0002077,Access Bank,Savings,385612.96,2019-10-17
ACC0000737,CUST0002103,Citibank,Savings,163590.82,2020-08-28
ACC0000738,CUST0000817,HSBC,Credit,122388.05,2024-06-20
ACC0000739,CUST0001774,Citibank,Credit,148265.36,2022-04-13
ACC0000740,CUST0002656,JPMorgan Chase,Current,111116.42,2024-08-04
ACC0000741,CUST0000047,Barclays,Savings,192679.53,2022-02-14
ACC0000742,CUST0001848,First Bank Nigeria,Current,212546.9,2022-05-19
ACC0000743,CUST0002312,Standard Chartered,Credit,25788.6,2021-09-03
ACC0000744,CUST0000385,Barclays,Credit,384280.94,2023-01-04
ACC0000745,CUST0001243,UBA,Current,320155.24,2020-06-25
ACC0000746,CUST0001644,Barclays,Credit,360179.04,2021-08-19
ACC0000747,CUST0000948,Access Bank,Credit,327491.81,2022-12-02
ACC0000748,CUST0002395,Citibank,Current,183884.84,2022-11-11
ACC0000749,CUST0002516,HSBC,Current,22459.74,2020-06-28
ACC0000750,CUST0000467,UBA,Current,85569.6,2018-01-01
ACC0000751,CUST0000539,Citibank,Savings,219180.52,2021-02-19
ACC0000752,CUST0000709,Standard Chartered,Credit,164877.9,2021-11-12
ACC0000753,CUST0000695,Standard Chartered,Credit,486181.61,2019-08-04
ACC0000754,CUST0001075,Citibank,Savings,168788.88,2024-12-12
ACC0000755,CUST0000115,Barclays,Savings,279721.95,2020-03-21
ACC0000756,CUST0002089,Barclays,Credit,299666.25,2024-07-21
ACC0000757,CUST0000332,UBA,Credit,480379.77,2020-10-21
ACC0000758,CUST0001253,Access Bank,Current,467488.82,2018-12-06
ACC0000759,CUST0000131,UBA,Savings,357272.97,2020-03-19
ACC0000760,CUST0002010,Barclays,Current,422046.87,2021-12-20
ACC0000761,CUST0001414,Barclays,Credit,228283.09,2020-11-24
ACC0000762,CUST0001382,Citibank,Current,220378.33,2023-07-24
ACC0000763,CUST0000680,JPMorgan Chase,Savings,16313.84,2021-09-05
ACC0000764,CUST0002058,UBA,Current,120713.75,2018-11-23
ACC0000765,CUST0000466,HSBC,Current,411861.19,2018-01-17
ACC0000766,CUST0002681,UBA,Current,452084.41,2019-08-14
ACC0000767,CUST0000668,HSBC,Savings,49586.38,2024-05-27
ACC0000768,CUST0001781,Access Bank,Savings,133567.05,2024-12-19
ACC0000769,CUST0000267,Citibank,Savings,33515.5,2023-06-30
ACC0000770,CUST0000313,Barclays,Credit,68000.07,2022-04-21
ACC0000771,CUST0000974,Barclays,Current,398945.68,2022-06-04
ACC0000772,CUST0001223,Barclays,Credit,498709.89,2020-08-14
ACC0000773,CUST0002287,Standard Chartered,Savings,152627.49,2018-03-02
ACC0000774,CUST0000282,Barclays,Savings,57445.05,2021-04-24
ACC0000775,CUST0002164,Standard Chartered,Credit,237238.55,2021-02-28
ACC0000776,CUST0000051,Citibank,Savings,242009.78,2019-01-08
ACC0000777,CUST0001285,Standard Chartered,Savings,223900.01,2020-04-13
ACC0000778,CUST0001888,Citibank,Savings,423104.58,2022-09-09
ACC0000779,CUST0002860,Citibank,Credit,468042.21,2022-01-04
ACC0000780,CUST0000476,Standard Chartered,Current,34085.16,2019-01-20
ACC0000781,CUST0002429,HSBC,Credit,335995.39,2020-07-28
ACC0000782,CUST0001502,Citibank,Current,344932.96,2020-06-09
ACC0000783,CUST0002331,Standard Chartered,Savings,115971.47,2020-09-05
ACC0000784,CUST0000114,UBA,Savings,459118.75,2021-07-26
ACC0000785,CUST0000288,Barclays,Credit,184983.53,2024-02-17
ACC0000786,CUST0000539,Standard Chartered,Savings,145640.34,2019-02-06
ACC0000787,CUST0000401,HSBC,Savings,357704.27,2018-09-06
ACC0000788,CUST0001825,Standard Chartered,Current,214208.87,2023-07-24
ACC0000789,CUST0000126,Access Bank,Credit,3117.4,2021-07-01
ACC0000790,CUST0001165,First Bank Nigeria,Credit,360114.44,2018-02-20
ACC0000791,CUST0000613,JPMorgan Chase,Credit,451706.67,2022-12-02
ACC0000792,CUST0001293,HSBC,Current,362198.06,2023-11-20
ACC0000793,CUST0000678,HSBC,Savings,58711.15,2020-11-15
ACC0000794,CUST0002659,HSBC,Savings,246937.19,2019-08-23
ACC0000795,CUST0002713,HSBC,Current,457309.51,2018-06-22
ACC0000796,CUST0002961,Barclays,Credit,215172.78,2022-05-29
ACC0000797,CUST0001909,Access Bank,Credit,469892.75,2019-02-21
ACC0000798,CUST0000858,JPMorgan Chase,Credit,435001.89,2019-12-16
ACC0000799,CUST0001961,Access Bank,Savings,103893.29,2018-01-17
ACC0000800,CUST0000164,JPMorgan Chase,Credit,240817.27,2019-09-12
ACC0000801,CUST0000510,Barclays,Credit,265263.72,2024-05-31
ACC0000802,CUST0002792,Citibank,Credit,152083.29,2021-07-16
ACC0000803,CUST0002973,Standard Chartered,Credit,32803.19,2023-02-10
ACC0000804,CUST0000855,Barclays,Credit,270171.56,2019-11-29
ACC0000805,CUST0000343,JPMorgan Chase,Savings,410494.14,2022-11-12
ACC0000806,CUST0002968,First Bank Nigeria,Credit,238980.81,2018-04-12
ACC0000807,CUST0000848,Standard Chartered,Credit,373713.82,2023-10-26
ACC0000808,CUST0001804,UBA,Savings,99043.08,2020-06-14
ACC0000809,CUST0002163,HSBC,Credit,399265.82,2024-04-16
ACC0000810,CUST0000181,Barclays,Savings,55167.33,2023-06-25
ACC0000811,CUST0002893,Access Bank,Current,12442.86,2021-05-13
ACC0000812,CUST0000339,First Bank Nigeria,Savings,177590.95,2023-01-10
ACC0000813,CUST0001103,JPMorgan Chase,Credit,56697.08,2022-01-17
ACC0000814,CUST0001696,Access Bank,Credit,9537.15,2023-02-26
ACC0000815,CUST0000644,Standard Chartered,Savings,424099.7,2023-11-02
ACC0000816,CUST0001041,UBA,Savings,204066.58,2020-09-22
ACC0000817,CUST0000089,Standard Chartered,Credit,379030.42,2021-10-07
ACC0000818,CUST0001741,Standard Chartered,Savings,375856.18,2018-05-31
ACC0000819,CUST0001601,Citibank,Current,417135.02,2023-04-11
ACC0000820,CUST0000794,Standard Chartered,Current,242316.93,2024-01-19
ACC0000821,CUST0001009,First Bank Nigeria,Savings,60442.53,2022-05-10
ACC0000822,CUST0002094,HSBC,Credit,363087.49,2022-11-04
ACC0000823,CUST0002518,Standard Chartered,Credit,120652.74,2020-10-02
ACC0000824,CUST0002262,JPMorgan Chase,Savings,417617.46,2023-09-09
ACC0000825,CUST0000190,Standard Chartered,Savings,495516.48,2024-08-18
ACC0000826,CUST0000816,HSBC,Current,137038.73,2021-07-14
ACC0000827,CUST0001766,JPMorgan Chase,Savings,387159.36,2023-03-23
ACC0000828,CUST0000111,HSBC,Savings,265206.94,2020-02-22
ACC0000829,CUST0002687,HSBC,Current,272385.63,2021-03-17
ACC0000830,CUST0001505,Standard Chartered,Credit,287831.94,2018-07-29
ACC0000831,CUST0000813,Barclays,Savings,417326.11,2019-12-23
ACC0000832,CUST0001581,HSBC,Current,411771.94,2024-01-17
ACC0000833,CUST0001029,HSBC,Current,43626.13,2020-07-19
ACC0000834,CUST0001989,HSBC,Current,50938.75,2023-07-30
ACC0000835,CUST0001720,Barclays,Savings,438647.99,2021-07-31
ACC0000836,CUST0000870,HSBC,Credit,39729.91,2024-11-10
ACC0000837,CUST0000213,Standard Chartered,Credit,333610.87,2020-05-26
ACC0000838,CUST0000956,UBA,Current,161514.74,2022-10-04
ACC0000839,CUST0001437,Citibank,Current,362209.93,2021-02-08
ACC0000840,CUST0001494,Standard Chartered,Current,312420.09,2018-08-18
ACC0000841,CUST0000932,HSBC,Savings,462831.05,2018-09-23
ACC0000842,CUST0002150,HSBC,Current,63097.55,2023-06-16
ACC0000843,CUST0002959,Standard Chartered,Savings,253780.57,2023-07-27
ACC0000844,CUST0001055,Access Bank,Savings,266100.67,2021-06-02
ACC0000845,CUST0001014,JPMorgan Chase,Credit,195255.76,2022-12-15
ACC0000846,CUST0001612,Citibank,Credit,70704.39,2023-03-24
ACC0000847,CUST0002907,Barclays,Credit,70288.18,2021-08-28
ACC0000848,CUST0002144,UBA,Savings,408262.38,2024-04-09
ACC0000849,CUST0000090,JPMorgan Chase,Credit,149534.81,2023-02-15
ACC0000850,CUST0000480,Citibank,Current,372858.31,2024-11-20
ACC0000851,CUST0000876,Standard Chartered,Savings,146618.86,2022-10-28
ACC0000852,CUST0000680,Barclays,Savings,273022.81,2023-12-08
ACC0000853,CUST0001590,First Bank Nigeria,Savings,387479.65,2021-03-26
ACC0000854,CUST0000990,Citibank,Current,299472.27,2021-06-01
ACC0000855,CUST0002815,HSBC,Credit,328645.6,2019-10-07
ACC0000856,CUST0000034,Barclays,Savings,154632.4,2023-11-15
ACC0000857,CUST0002944,Citibank,Current,388334.12,2020-05-29
ACC0000858,CUST0002780,Access Bank,Credit,477300.96,2023-01-08
ACC0000859,CUST0002016,JPMorgan Chase,Savings,478663.21,2021-11-05
ACC0000860,CUST0000668,JPMorgan Chase,Credit,66649.44,2023-02-22
ACC0000861,CUST0002716,First Bank Nigeria,Current,298258.95,2021-03-01
ACC0000862,CUST0002315,Citibank,Current,283479.53,2020-02-07
ACC0000863,CUST0000209,Barclays,Credit,210752.86,2019-09-23
ACC0000864,CUST0002188,Barclays,Current,36464.89,2019-03-11
ACC0000865,CUST0002725,First Bank Nigeria,Savings,471028.53,2021-06-14
ACC0000866,CUST0000231,First Bank Nigeria,Savings,178045.05,2019-04-01
ACC0000867,CUST0000857,Citibank,Current,38242.1,2021-10-21
ACC0000868,CUST0000674,Citibank,Savings,351341.47,2021-11-26
ACC0000869,CUST0000553,Access Bank,Current,213451.94,2024-06-15
ACC0000870,CUST0000531,Standard Chartered,Savings,188136.27,2024-08-02
ACC0000871,CUST0001122,First Bank Nigeria,Credit,361181.65,2018-04-28
ACC0000872,CUST0000933,Barclays,Savings,213152.58,2018-06-05
ACC0000873,CUST0002667,Access Bank,Savings,31332.62,2024-06-16
ACC0000874,CUST0001257,HSBC,Current,151104.27,2022-05-23
ACC0000875,CUST0002774,HSBC,Credit,203370.21,2023-12-14
ACC0000876,CUST0002246,Access Bank,Current,410820.87,2022-07-15
ACC0000877,CUST0002799,First Bank Nigeria,Credit,481075.34,2022-06-09
ACC0000878,CUST0001189,Citibank,Current,391568.16,2019-01-28
ACC0000879,CUST0002760,First Bank Nigeria,Current,149820.89,2020-03-30
ACC0000880,CUST0000682,Standard Chartered,Credit,241754.92,2020-03-07
ACC0000881,CUST0002172,JPMorgan Chase,Credit,420336.59,2018-05-03
ACC0000882,CUST0000668,First Bank Nigeria,Savings,307921.76,2023-07-29
ACC0000883,CUST0002027,First Bank Nigeria,Current,102076.76,2018-02-27
ACC0000884,CUST0002163,UBA,Savings,374285.25,2023-01-03
ACC0000885,CUST0001843,HSBC,Credit,490196.22,2023-05-27
ACC0000886,CUST0000549,HSBC,Credit,361340.55,2022-09-14
ACC0000887,CUST0001271,HSBC,Credit,202168.11,2023-08-22
ACC0000888,CUST0001476,HSBC,Current,424524.9,2018-12-07
ACC0000889,CUST0002088,Citibank,Savings,430315.3,2020-12-23
ACC0000890,CUST0002797,Standard Chartered,Credit,124323.84,2022-06-03
ACC0000891,CUST0002068,First Bank Nigeria,Current,239261.73,2024-01-27
ACC0000892,CUST0001751,HSBC,Credit,140175.03,2022-03-30
ACC0000893,CUST0002996,First Bank Nigeria,Savings,43714.07,2022-01-25
ACC0000894,CUST0000460,JPMorgan Chase,Credit,375468.92,2022-12-03
ACC0000895,CUST0000419,Access Bank,Credit,363893.52,2024-03-21
ACC0000896,CUST0000600,Standard Chartered,Credit,363021.82,2018-03-05
ACC0000897,CUST0000536,First Bank Nigeria,Credit,440971.4,2024-07-10
ACC0000898,CUST0001145,Access Bank,Savings,225203.03,2019-03-14
ACC0000899,CUST0000185,Access Bank,Credit,485101.75,2021-10-15
ACC0000900,CUST0002074,JPMorgan Chase,Savings,306682.95,2023-01-03
ACC0000901,CUST0001022,Access Bank,Current,382823.2,2024-08-28
ACC0000902,CUST0001126,JPMorgan Chase,Credit,140517.76,2024-08-30
ACC0000903,CUST0002715,Barclays,Savings,305494.35,2022-06-14
ACC0000904,CUST0001355,UBA,Current,393897.66,2023-09-01
ACC0000905,CUST0002753,Standard Chartered,Savings,321978.64,2023-09-13
ACC0000906,CUST0001221,UBA,Savings,187297.23,2023-01-04
ACC0000907,CUST0002870,Citibank,Savings,135984.79,2018-04-14
ACC0000908,CUST0001539,UBA,Current,39865.68,2023-07-31
ACC0000909,CUST0000465,Standard Chartered,Credit,460498.65,2024-02-25
ACC0000910,CUST0002949,Standard Chartered,Credit,223010.93,2020-07-25
ACC0000911,CUST0001814,First Bank Nigeria,Savings,393850.29,2020-04-16
ACC0000912,CUST0000095,UBA,Savings,411208.01,2018-01-13
ACC0000913,CUST0000410,Citibank,Current,398999.26,2019-06-07
ACC0000914,CUST0000413,Citibank,Savings,160016.17,2024-10-01
ACC0000915,CUST0001873,Citibank,Credit,136815.17,2023-02-17
ACC0000916,CUST0000764,UBA,Current,170548.52,2019-02-20
ACC0000917,CUST0002661,First Bank Nigeria,Savings,189239.95,2020-06-07
ACC0000918,CUST0000776,HSBC,Credit,342235.14,2020-09-22
ACC0000919,CUST0001918,HSBC,Current,396523.16,2019-12-26
ACC0000920,CUST0002616,JPMorgan Chase,Credit,220553.84,2022-02-16
ACC0000921,CUST0002891,JPMorgan Chase,Credit,280604.95,2019-04-06
ACC0000922,CUST0002024,First Bank Nigeria,Current,58467.0,2018-12-02
ACC0000923,CUST0002237,Citibank,Credit,88222.42,2022-11-09
ACC0000924,CUST0002671,Citibank,Credit,455663.26,2024-02-15
ACC0000925,CUST0001186,JPMorgan Chase,Current,45657.93,2022-12-16
ACC0000926,CUST0002320,UBA,Savings,235443.8,2024-09-28
ACC0000927,CUST0002137,HSBC,Savings,132442.59,2022-06-13
ACC0000928,CUST0001725,Citibank,Savings,41073.26,2020-01-16
ACC0000929,CUST0002191,JPMorgan Chase,Savings,407194.49,2022-08-18
ACC0000930,CUST0000943,Standard Chartered,Credit,7676.99,2019-05-06
ACC0000931,CUST0002959,First Bank Nigeria,Credit,189057.47,2019-04-08
ACC0000932,CUST0001200,JPMorgan Chase,Credit,82176.94,2019-04-13
ACC0000933,CUST0002583,Standard Chartered,Savings,295376.41,2019-09-24
ACC0000934,CUST0002502,Citibank,Current,152966.55,2020-07-27
ACC0000935,CUST0001490,Barclays,Current,394596.87,2024-01-01
ACC0000936,CUST0000681,Standard Chartered,Credit,122124.07,2020-07-27
ACC0000937,CUST0001572,Citibank,Credit,411303.99,2018-08-23
ACC0000938,CUST0000261,Barclays,Current,131963.35,2021-11-16
ACC0000939,CUST0000113,Access Bank,Credit,199446.03,2019-06-15
ACC0000940,CUST0002995,First Bank Nigeria,Savings,485443.23,2022-03-06
ACC0000941,CUST0000375,First Bank Nigeria,Savings,268420.08,2023-05-28
ACC0000942,CUST0002859,Citibank,Current,291035.71,2020-02-05
ACC0000943,CUST0002598,Access Bank,Current,257286.08,2018-01-19
ACC0000944,CUST0001807,UBA,Savings,21755.12,2024-07-11
ACC0000945,CUST0002720,Standard Chartered,Credit,67885.21,2023-09-28
ACC0000946,CUST0002467,Access Bank,Current,486010.41,2022-09-04
ACC0000947,CUST0001061,Standard Chartered,Current,33789.65,2019-12-16
ACC0000948,CUST0000138,JPMorgan Chase,Savings,290037.3,2023-09-17
ACC0000949,CUST0002049,Standard Chartered,Current,125594.81,2024-03-26
ACC0000950,CUST0001382,UBA,Savings,437998.91,2024-07-02
ACC0000951,CUST0002143,UBA,Current,438940.49,2019-10-05
ACC0000952,CUST0000037,JPMorgan Chase,Savings,300593.3,2024-04-25
ACC0000953,CUST0000625,JPMorgan Chase,Savings,158514.63,2021-04-07
ACC0000954,CUST0001932,First Bank Nigeria,Current,273427.47,2021-04-09
ACC0000955,CUST0001903,First Bank Nigeria,Savings,274631.82,2023-09-16
ACC0000956,CUST0001338,Access Bank,Credit,495685.75,2018-11-04
ACC0000957,CUST0000922,Citibank,Savings,54835.24,2021-05-18
ACC0000958,CUST0001714,Access Bank,Current,352063.48,2022-10-13
ACC0000959,CUST0002925,First Bank Nigeria,Savings,451987.39,2018-09-25
ACC0000960,CUST0002045,Barclays,Credit,85799.27,2024-01-05
ACC0000961,CUST0000254,UBA,Savings,446127.69,2019-07-24
ACC0000962,CUST0000311,UBA,Savings,269326.54,2021-12-26
ACC0000963,CUST0002814,First Bank Nigeria,Current,188692.52,2019-01-08
ACC0000964,CUST0002929,Barclays,Savings,19532.48,2023-02-02
ACC0000965,CUST0001309,Barclays,Credit,444047.65,2021-10-31
ACC0000966,CUST0000029,First Bank Nigeria,Credit,346464.26,2022-05-30
ACC0000967,CUST0001277,UBA,Current,278034.35,2023-01-01
ACC0000968,CUST0000031,UBA,Savings,98328.81,2020-02-22
ACC0000969,CUST0002780,Access Bank,Credit,95428.24,2020-06-15
ACC0000970,CUST0000853,JPMorgan Chase,Savings,114201.22,2020-03-10
ACC0000971,CUST0000596,HSBC,Credit,5710.63,2024-02-21
ACC0000972,CUST0000441,Citibank,Current,406640.95,2024-02-23
ACC0000973,CUST0002868,First Bank Nigeria,Current,101556.62,2019-09-09
ACC0000974,CUST0000675,Access Bank,Current,452094.25,2023-03-10
ACC0000975,CUST0000833,UBA,Current,135750.37,2021-08-24
ACC0000976,CUST0002315,Standard Chartered,Current,241544.53,2020-11-24
ACC0000977,CUST0000744,Standard Chartered,Credit,230863.48,2019-05-30
ACC0000978,CUST0001960,HSBC,Credit,377217.1,2024-01-25
ACC0000979,CUST0000880,HSBC,Current,283150.75,2023-08-11
ACC0000980,CUST0002282,Citibank,Credit,414993.55,2023-06-20
ACC0000981,CUST0000449,First Bank Nigeria,Credit,20195.92,2022-11-21
ACC0000982,CUST0002596,Citibank,Credit,74296.98,2023-03-26
ACC0000983,CUST0002913,HSBC,Credit,442340.93,2022-01-16
ACC0000984,CUST0001925,UBA,Savings,118805.35,2022-02-11
ACC0000985,CUST0000055,UBA,Current,305493.25,2019-05-16
ACC0000986,CUST0001975,Standard Chartered,Current,320524.32,2020-01-16
ACC0000987,CUST0000951,Access Bank,Savings,287547.53,2024-11-12
ACC0000988,CUST0001499,JPMorgan Chase,Savings,445514.85,2020-01-28
ACC0000989,CUST0002479,Barclays,Savings,142469.67,2024-05-02
ACC0000990,CUST0001509,Citibank,Current,16723.56,2022-12-26
ACC0000991,CUST0000554,Citibank,Savings,310514.16,2024-04-26
ACC0000992,CUST0001078,HSBC,Current,213389.79,2024-03-16
ACC0000993,CUST0001140,First Bank Nigeria,Current,279815.27,2024-04-13
ACC0000994,CUST0000124,Access Bank,Credit,332217.18,2018-05-25
ACC0000995,CUST0000734,Standard Chartered,Credit,14092.7,2019-01-11
ACC0000996,CUST0002756,Standard Chartered,Current,134442.51,2020-05-16
ACC0000997,CUST0002916,Citibank,Savings,165389.34,2018-08-25
ACC0000998,CUST0002090,Access Bank,Current,34036.34,2021-05-27
ACC0000999,CUST0000492,Barclays,Savings,400753.11,2020-05-13
ACC0001000,CUST0001678,Access Bank,Current,482396.67,2023-01-15
ACC0001001,CUST0001066,First Bank Nigeria,Current,43103.45,2024-09-22
ACC0001002,CUST0002170,Barclays,Credit,211574.79,2023-11-12
ACC0001003,CUST0001793,JPMorgan Chase,Credit,46117.31,2022-04-02
ACC0001004,CUST0001639,Citibank,Credit,6650.06,2024-09-14
ACC0001005,CUST0001464,HSBC,Credit,234241.6,2018-06-20
ACC0001006,CUST0002224,Citibank,Savings,384859.25,2024-01-12
ACC0001007,CUST0002815,UBA,Credit,458967.6,2022-10-05
ACC0001008,CUST0000126,First Bank Nigeria,Credit,412200.97,2021-07-06
ACC0001009,CUST0001274,First Bank Nigeria,Current,230321.73,2022-06-26
ACC0001010,CUST0002797,Barclays,Current,127117.31,2019-04-25
ACC0001011,CUST0001236,Standard Chartered,Credit,351865.99,2019-08-19
ACC0001012,CUST0000081,HSBC,Savings,128174.79,2024-05-31
ACC0001013,CUST0001902,UBA,Savings,238059.98,2018-09-29
ACC0001014,CUST0002510,UBA,Savings,269540.77,2020-04-03
ACC0001015,CUST0002463,Access Bank,Credit,288685.56,2018-08-24
ACC0001016,CUST0001353,First Bank Nigeria,Savings,16390.9,2024-02-02
ACC0001017,CUST0001176,HSBC,Credit,139993.8,2020-02-07
ACC0001018,CUST0001490,Standard Chartered,Current,285009.24,2024-11-05
ACC0001019,CUST0002774,Citibank,Savings,273732.58,2021-03-08
ACC0001020,CUST0002111,UBA,Credit,199989.53,2020-10-27
ACC0001021,CUST0001451,Standard Chartered,Credit,443424.71,2019-12-24
ACC0001022,CUST0001968,Citibank,Credit,179359.72,2018-04-10
ACC0001023,CUST0002565,UBA,Savings,215772.58,2019-05-24
ACC0001024,CUST0000406,HSBC,Current,221435.42,2019-03-31
ACC0001025,CUST0001164,JPMorgan Chase,Current,404503.5,2018-06-28
ACC0001026,CUST0000825,Barclays,Savings,171080.95,2020-01-09
ACC0001027,CUST0002087,JPMorgan Chase,Current,325345.25,2020-01-21
ACC0001028,CUST0002962,HSBC,Savings,130046.92,2024-11-01
ACC0001029,CUST0002762,HSBC,Current,242306.07,2022-11-26
ACC0001030,CUST0000981,Barclays,Current,446752.47,2018-10-25
ACC0001031,CUST0001061,Access Bank,Credit,110286.61,2024-07-31
ACC0001032,CUST0000576,UBA,Current,420644.13,2019-01-06
ACC0001033,CUST0002277,Standard Chartered,Current,279122.87,2023-01-18
ACC0001034,CUST0000988,Barclays,Current,294955.7,2018-08-05
ACC0001035,CUST0002448,JPMorgan Chase,Savings,366600.54,2018-01-22
ACC0001036,CUST0002626,JPMorgan Chase,Savings,17269.84,2020-06-22
ACC0001037,CUST0000385,Standard Chartered,Credit,43671.05,2018-05-19
ACC0001038,CUST0000387,Access Bank,Current,347349.91,2020-04-23
ACC0001039,CUST0000147,Standard Chartered,Current,489582.96,2023-01-29
ACC0001040,CUST0000778,Citibank,Credit,232007.67,2020-09-01
ACC0001041,CUST0002948,Standard Chartered,Credit,499425.75,2019-04-29
ACC0001042,CUST0002676,Barclays,Credit,65108.13,2018-08-04
ACC0001043,CUST0000567,JPMorgan Chase,Current,86485.13,2024-10-04
ACC0001044,CUST0001930,JPMorgan Chase,Savings,242614.79,2018-05-26
ACC0001045,CUST0000891,Barclays,Current,213033.14,2021-09-04
ACC0001046,CUST0001947,Access Bank,Current,446617.46,2021-08-08
ACC0001047,CUST0002473,Citibank,Credit,23650.48,2024-12-27
ACC0001048,CUST0002892,JPMorgan Chase,Credit,292063.74,2024-01-25
ACC0001049,CUST0001851,Access Bank,Savings,317976.8,2018-12-29
ACC0001050,CUST0002244,JPMorgan Chase,Savings,104702.11,2021-01-16
ACC0001051,CUST0000318,HSBC,Credit,294224.93,2021-01-28
ACC0001052,CUST0000759,UBA,Current,118679.57,2018-02-09
ACC0001053,CUST0002117,HSBC,Current,7791.16,2020-08-21
ACC0001054,CUST0001299,Standard Chartered,Current,108375.35,2018-01-14
ACC0001055,CUST0000422,First Bank Nigeria,Credit,458651.94,2020-02-11
ACC0001056,CUST0001111,Standard Chartered,Credit,494067.23,2023-06-05
ACC0001057,CUST0000439,UBA,Savings,352908.39,2019-12-23
ACC0001058,CUST0002783,First Bank Nigeria,Credit,273078.11,2023-05-31
ACC0001059,CUST0002126,Barclays,Current,188846.05,2020-12-27
ACC0001060,CUST0000026,Barclays,Credit,233157.94,2020-02-27
ACC0001061,CUST0001827,Standard Chartered,Current,10599.22,2024-04-17
ACC0001062,CUST0000436,HSBC,Current,25595.89,2018-02-05
ACC0001063,CUST0001475,UBA,Current,317603.3,2018-01-25
ACC0001064,CUST0001373,Standard Chartered,Savings,236506.05,2024-10-21
ACC0001065,CUST0002400,Standard Chartered,Credit,435234.58,2022-05-16
ACC0001066,CUST0000248,HSBC,Credit,337035.64,2019-04-15
ACC0001067,CUST0002567,Barclays,Credit,101191.16,2019-05-31
ACC0001068,CUST0001320,Access Bank,Current,442212.83,2021-02-23
ACC0001069,CUST0002163,Citibank,Savings,440767.84,2018-12-11
ACC0001070,CUST0001792,Standard Chartered,Credit,67656.39,2019-09-08
ACC0001071,CUST0000119,First Bank Nigeria,Current,414504.21,2018-09-17
ACC0001072,CUST0002716,HSBC,Savings,264366.24,2019-11-11
ACC0001073,CUST0000644,Citibank,Savings,320544.41,2019-06-11
ACC0001074,CUST0000742,Citibank,Current,91734.79,2020-03-20
ACC0001075,CUST0001728,HSBC,Savings,256105.51,2020-11-08
ACC0001076,CUST0002705,Citibank,Savings,450266.82,2019-01-24
ACC0001077,CUST0000868,JPMorgan Chase,Credit,156297.37,2018-01-10
ACC0001078,CUST0001231,Citibank,Current,117537.82,2022-02-27
ACC0001079,CUST0000406,First Bank Nigeria,Credit,490304.31,2019-08-08
ACC0001080,CUST0001511,First Bank Nigeria,Current,50017.47,2022-10-25
ACC0001081,CUST0002280,First Bank Nigeria,Credit,393460.09,2018-10-30
ACC0001082,CUST0002666,Standard Chartered,Current,90262.42,2020-05-03
ACC0001083,CUST0000676,Barclays,Current,294023.7,2024-12-24
ACC0001084,CUST0000203,HSBC,Savings,140073.37,2020-04-18
ACC0001085,CUST0002017,HSBC,Credit,32200.94,2022-10-16
ACC0001086,CUST0000387,JPMorgan Chase,Current,498183.35,2023-05-12
ACC0001087,CUST0002947,Access Bank,Credit,174353.45,2020-10-17
ACC0001088,CUST0000851,Standard Chartered,Savings,160047.68,2022-07-03
ACC0001089,CUST0000588,Barclays,Current,450644.98,2020-03-20
ACC0001090,CUST0001940,Barclays,Savings,292474.39,2020-02-29
ACC0001091,CUST0001131,First Bank Nigeria,Current,345456.38,2019-11-04
ACC0001092,CUST0001404,Barclays,Current,107516.09,2019-09-24
ACC0001093,CUST0002972,JPMorgan Chase,Savings,341084.72,2021-01-28
ACC0001094,CUST0002986,UBA,Savings,441520.97,2021-04-14
ACC0001095,CUST0001219,Access Bank,Credit,39157.77,2021-09-20
ACC0001096,CUST0001785,Standard Chartered,Savings,31648.03,2024-10-23
ACC0001097,CUST0001952,HSBC,Credit,438994.29,2021-11-08
ACC0001098,CUST0002788,UBA,Savings,29876.58,2024-10-31
ACC0001099,CUST0002274,Access Bank,Current,168628.67,2024-07-23
ACC0001100,CUST0001973,UBA,Credit,353132.53,2023-06-10
ACC0001101,CUST0002640,JPMorgan Chase,Current,421573.89,2019-01-18
ACC0001102,CUST0000443,First Bank Nigeria,Current,6581.53,2022-10-01
ACC0001103,CUST0000745,Standard Chartered,Savings,95069.43,2019-08-02
ACC0001104,CUST0001237,JPMorgan Chase,Savings,362057.42,2023-12-20
ACC0001105,CUST0002737,UBA,Savings,286682.89,2018-12-05
ACC0001106,CUST0000428,HSBC,Savings,345525.86,2020-04-02
ACC0001107,CUST0002819,Barclays,Current,286148.8,2020-08-15
ACC0001108,CUST0002734,First Bank Nigeria,Savings,299201.53,2020-05-02
ACC0001109,CUST0001399,Standard Chartered,Savings,233465.98,2020-02-01
ACC0001110,CUST0000426,UBA,Credit,52887.71,2022-06-02
ACC0001111,CUST0001088,JPMorgan Chase,Current,118133.47,2024-05-28
ACC0001112,CUST0002961,Access Bank,Savings,288299.95,2018-10-13
ACC0001113,CUST0000579,Access Bank,Credit,192432.64,2020-01-26
ACC0001114,CUST0000026,First Bank Nigeria,Credit,81372.76,2021-08-22
